"Voornaam","Jaar","Aantal"
"Anne","2000",62
"Anne","2001",45
"Anne-Catherine","1995",10
"Anne-Catherine","1996",8
"Anne-Catherine","1998",7
"Anne-Catherine","1999",6
"Anne-Charlotte","1995",7
"Anne-Charlotte","1996",6
"Anne-Fleur","2006",6
"Anne-Fleur","2012",6
"Anne-Laure","2002",9
"Anne-Laure","2003",10
"Anne-Laure","2004",8
"Anne-Laure","2005",6
"Anne-Laure","2006",9
"Anne-Laure","2007",5
"Anne-Laure","1995",22
"Anne-Laure","1996",16
"Anne-Laure","1997",10
"Anne-Laure","1998",5
"Anne-Laure","1999",9
"Anne-Laure","2000",7
"Anne-Laure","2001",9
"Anne-Lise","1995",5
"Anne-Lise","1997",7
"Anne-Lise","1998",5
"Anne-Lise","1999",9
"Anne-Marie","2002",6
"Anne-Marie","2009",5
"Anne-Marie","2012",6
"Anne-Marie","2014",5
"Anne-Marie","2015",9
"Anne-Marie","2016",5
"Anne-Marie","2019",5
"Anne-Marie","1995",7
"Anne-Marie","1996",9
"Anne-Marie","1997",7
"Anne-Marie","1999",9
"Anne-Sofie","1996",5
"Anne-Sophie","2002",30
"Anne-Sophie","2003",29
"Anne-Sophie","2004",27
"Anne-Sophie","2005",23
"Anne-Sophie","2006",18
"Anne-Sophie","2007",20
"Anne-Sophie","2008",18
"Anne-Sophie","2009",16
"Anne-Sophie","2010",11
"Anne-Sophie","2011",6
"Anne-Sophie","2012",7
"Anne-Sophie","2013",13
"Anne-Sophie","2014",7
"Anne-Sophie","2016",7
"Anne-Sophie","2017",8
"Anne-Sophie","2018",6
"Anne-Sophie","1995",69
"Anne-Sophie","1996",69
"Anne-Sophie","1997",59
"Anne-Sophie","1998",42
"Anne-Sophie","1999",48
"Anne-Sophie","2000",49
"Anne-Sophie","2001",42
"Anneleen","2002",15
"Anneleen","2003",14
"Anneleen","2004",12
"Anneleen","2006",7
"Anneleen","2009",5
"Anneleen","1995",67
"Anneleen","1996",61
"Anneleen","1997",52
"Anneleen","1998",36
"Anneleen","1999",24
"Anneleen","2000",26
"Anneleen","2001",25
"Annelie","2012",6
"Annelie","2015",6
"Annelien","2002",13
"Annelien","2003",5
"Annelien","2004",11
"Annelien","2005",11
"Annelien","2006",8
"Annelien","2007",17
"Annelien","2008",15
"Annelien","2009",16
"Annelien","2010",15
"Annelien","2011",12
"Annelien","2012",10
"Annelien","2013",16
"Annelien","2014",10
"Annelien","2015",9
"Annelien","2016",13
"Annelien","2017",8
"Annelien","1995",42
"Annelien","1996",35
"Annelien","1997",30
"Annelien","1998",25
"Annelien","1999",22
"Annelien","2000",14
"Annelien","2001",14
"Annelies","2002",33
"Annelies","2003",25
"Annelies","2004",15
"Annelies","2005",17
"Annelies","2006",18
"Annelies","2007",13
"Annelies","2008",20
"Annelies","2009",11
"Annelies","2010",9
"Annelies","2011",7
"Annelies","1995",143
"Annelies","1996",108
"Annelies","1997",96
"Annelies","1998",74
"Annelies","1999",65
"Annelies","2000",37
"Annelies","2001",34
"Anneline","2007",6
"Annelise","1996",7
"Annelore","2002",12
"Annelore","2003",8
"Annelore","2004",13
"Annelore","2005",7
"Annelore","2006",14
"Annelore","2007",8
"Annelore","2008",17
"Annelore","2009",13
"Annelore","2010",8
"Annelore","2012",5
"Annelore","2013",6
"Annelore","2014",8
"Annelore","2015",8
"Annelore","2016",6
"Annelore","1995",32
"Annelore","1996",28
"Annelore","1997",18
"Annelore","1998",15
"Annelore","1999",18
"Annelore","2000",23
"Annelore","2001",13
"Annelotte","2010",5
"Annelou","2016",5
"Annelou","2019",5
"Annemie","1995",6
"Annemie","1996",5
"Annette","2011",6
"Annette","2015",6
"Annette","2016",8
"Annette","2017",8
"Annick","2003",6
"Annick","1995",7
"Annick","1996",15
"Annick","1997",8
"Annick","1998",12
"Annick","2000",5
"Annie","2002",5
"Annie","2003",5
"Annie","2005",5
"Annie","2006",6
"Annie","2008",6
"Annie","2009",7
"Annie","2013",6
"Annie","2015",6
"Annie","2018",5
"Annie","1996",7
"Annie","1999",6
"Annie","2000",7
"Annika","2002",5
"Annika","2003",10
"Annika","2004",10
"Annika","2005",12
"Annika","2006",7
"Annika","2007",12
"Annika","2009",8
"Annika","2010",9
"Annika","2014",6
"Annika","1996",7
"Annika","1997",7
"Annika","1999",5
"Annika","2000",12
"Annika","2001",5
"Anoa","2013",7
"Anoek","2003",6
"Anouchka","2002",6
"Anouchka","2003",7
"Anouchka","2004",8
"Anouchka","2005",7
"Anouchka","2006",7
"Anouchka","2007",8
"Anouchka","2008",10
"Anouchka","2009",5
"Anouchka","2011",10
"Anouchka","2013",5
"Anouchka","2014",5
"Anouchka","2016",5
"Anouchka","1995",17
"Anouchka","1996",18
"Anouchka","1997",9
"Anouchka","1998",17
"Anouchka","1999",10
"Anouchka","2000",9
"Anouck","2002",27
"Anouck","2003",28
"Anouck","2004",38
"Anouck","2005",37
"Anouck","2006",30
"Anouck","2007",22
"Anouck","2008",16
"Anouck","2009",24
"Anouck","2010",14
"Anouck","2011",15
"Anouck","2012",13
"Anouck","2013",12
"Anouck","2014",8
"Anouck","2015",7
"Anouck","2016",6
"Anouck","2017",5
"Anouck","2018",8
"Anouck","2019",7
"Anouck","1995",25
"Anouck","1996",15
"Anouck","1997",19
"Anouck","1998",26
"Anouck","1999",25
"Anouck","2000",32
"Anouck","2001",31
"Anouk","2002",101
"Anouk","2003",107
"Anouk","2004",133
"Anouk","2005",178
"Anouk","2006",182
"Anouk","2007",150
"Anouk","2008",130
"Anouk","2009",102
"Anouk","2010",94
"Anouk","2011",91
"Anouk","2012",58
"Anouk","2013",52
"Anouk","2014",54
"Anouk","2015",45
"Anouk","2016",38
"Anouk","2017",37
"Anouk","2018",33
"Anouk","2019",27
"Anouk","1995",97
"Anouk","1996",65
"Anouk","1997",64
"Anouk","1998",105
"Anouk","1999",116
"Anouk","2000",158
"Anouk","2001",138
"Ans","2003",5
"Ans","1995",9
"Ans","1996",9
"Ans","1997",5
"Ans","1998",8
"Ans","1999",5
"Ans","2001",7
"Anse","2003",12
"Anse","2004",8
"Anse","2005",6
"Anse","2006",8
"Anse","2007",5
"Anse","2008",9
"Anse","2009",6
"Anse","2010",7
"Anse","2011",7
"Anse","2014",7
"Anse","2017",7
"Anse","1995",8
"Anse","1996",18
"Anse","1997",10
"Anse","1998",11
"Anse","1999",13
"Anse","2000",10
"Anse","2001",9
"Ante","2005",5
"Anthe","2002",12
"Anthe","2003",8
"Anthe","2004",5
"Anthe","2005",11
"Anthe","2006",7
"Anthe","2007",12
"Anthe","2008",7
"Anthe","2009",5
"Anthe","2011",7
"Anthe","2012",7
"Anthe","2015",6
"Anthe","1998",5
"Anthe","2000",6
"Anthe","2001",6
"Anthea","2000",5
"Antje","2002",19
"Antje","2003",15
"Antje","2004",12
"Antje","2005",8
"Antje","2006",6
"Antje","1995",13
"Antje","1996",17
"Antje","1997",29
"Antje","1998",14
"Antje","1999",23
"Antje","2000",12
"Antje","2001",11
"Antoinette","2002",6
"Antoinette","2003",5
"Antoinette","2004",5
"Antoinette","2005",7
"Antoinette","2008",5
"Antoinette","2012",5
"Antoinette","2013",6
"Antoinette","2018",5
"Antoinette","2019",5
"Antonella","2004",6
"Antonella","2008",5
"Antonella","2018",5
"Antonella","2019",6
"Antonella","1996",7
"Antonella","1997",12
"Antonella","2000",5
"Antonia","2003",6
"Antonia","2004",6
"Antonia","2006",6
"Antonia","2009",5
"Antonia","2010",8
"Antonia","2011",8
"Antonia","2012",16
"Antonia","2013",24
"Antonia","2014",24
"Antonia","2015",32
"Antonia","2016",26
"Antonia","2017",28
"Antonia","2018",22
"Antonia","2019",29
"Antonia","1997",14
"Antonia","1998",5
"Antonia","2000",7
"Antonia","2001",7
"Antonina","2011",5
"Antonina","2016",9
"Antonina","2017",8
"Antonina","2018",11
"Antonina","2019",10
"Anya","2004",5
"Anya","2005",5
"Anya","2007",6
"Anya","2008",8
"Anya","2009",7
"Anya","2010",8
"Anya","2013",5
"Anya","2014",11
"Anya","2015",8
"Anya","2016",5
"Anya","2017",11
"Anya","2018",5
"Anya","2019",7
"Anyssa","2005",12
"Anyssa","2006",9
"Anyssa","2007",7
"Anyssa","2009",10
"Anyssa","2010",10
"Anyssa","2011",8
"Anyssa","2016",6
"Anyssa","2000",5
"Anyssa","2001",5
"Apolline","2002",18
"Apolline","2003",17
"Apolline","2004",24
"Apolline","2005",27
"Apolline","2006",22
"Apolline","2007",33
"Apolline","2008",33
"Apolline","2009",32
"Apolline","2010",34
"Apolline","2011",35
"Apolline","2012",38
"Apolline","2013",31
"Apolline","2014",41
"Apolline","2015",39
"Apolline","2016",42
"Apolline","2017",41
"Apolline","2018",35
"Apolline","2019",32
"Apolline","1995",12
"Apolline","1996",17
"Apolline","1997",18
"Apolline","1998",20
"Apolline","1999",33
"Apolline","2000",22
"Apolline","2001",24
"Appoline","2006",5
"Appoline","2007",5
"April","2007",7
"April","2010",5
"April","2011",5
"April","2013",6
"April","2014",5
"April","2015",17
"April","2016",10
"April","2017",9
"April","2018",7
"April","2019",9
"Aranka","1996",5
"Aranka","1999",5
"Aria","2012",9
"Aria","2013",11
"Aria","2014",18
"Aria","2015",37
"Aria","2016",54
"Aria","2017",50
"Aria","2018",58
"Aria","2019",85
"Ariadne","2018",6
"Ariana","2004",6
"Ariana","2006",9
"Ariana","2007",18
"Ariana","2008",16
"Ariana","2009",13
"Ariana","2010",20
"Ariana","2011",12
"Ariana","2012",23
"Ariana","2013",40
"Ariana","2014",47
"Ariana","2015",62
"Ariana","2016",50
"Ariana","2017",54
"Ariana","2018",49
"Ariana","2019",72
"Ariana","1997",6
"Ariana","1999",6
"Ariana","2000",5
"Ariane","2002",14
"Ariane","2003",12
"Ariane","2005",5
"Ariane","2006",5
"Ariane","2007",11
"Ariane","2008",14
"Ariane","2009",10
"Ariane","2010",10
"Ariane","2011",9
"Ariane","2012",15
"Ariane","2013",15
"Ariane","2014",13
"Ariane","2015",10
"Ariane","2016",14
"Ariane","2017",8
"Ariane","2018",17
"Ariane","2019",14
"Ariane","1995",19
"Ariane","1996",11
"Ariane","1997",13
"Ariane","1998",8
"Ariane","1999",5
"Ariane","2000",13
"Ariane","2001",8
"Arianna","2008",6
"Arianna","2009",6
"Arianna","2010",8
"Arianna","2011",8
"Arianna","2012",6
"Arianna","2013",11
"Arianna","2014",9
"Arianna","2015",14
"Arianna","2016",13
"Arianna","2017",8
"Arianna","2018",10
"Arianna","2019",16
"Arianne","2009",5
"Arianne","2014",8
"Ariella","2014",5
"Arielle","2004",5
"Arielle","2011",5
"Arielle","2016",13
"Arielle","2018",5
"Arielle","2019",8
"Arife","2007",5
"Arife","1999",6
"Arife","2001",5
"Arij","2012",5
"Arij","2016",7
"Arij","2017",8
"Arij","2018",8
"Arij","2019",5
"Arin","2015",9
"Arin","2017",5
"Arina","2008",6
"Arina","2009",6
"Arina","2010",6
"Arina","2014",5
"Arina","2015",6
"Arina","2017",8
"Arina","2019",7
"Arlinda","2017",5
"Armelle","2002",7
"Armelle","2003",20
"Armelle","2004",16
"Armelle","2005",12
"Armelle","2007",10
"Armelle","2008",6
"Armelle","2009",12
"Armelle","2010",8
"Armelle","2012",5
"Armelle","2016",5
"Armelle","1997",5
"Armelle","1998",14
"Armelle","1999",9
"Armelle","2000",14
"Armelle","2001",15
"Armina","2013",6
"Arnisa","2011",5
"Arrezina","2002",14
"Arrezina","2003",9
"Arrezina","2004",5
"Arwa","2007",5
"Arwa","2008",5
"Arwa","2010",11
"Arwa","2011",6
"Arwa","2012",13
"Arwa","2013",10
"Arwa","2014",17
"Arwa","2015",9
"Arwa","2016",14
"Arwa","2017",7
"Arwa","2018",15
"Arwa","2019",12
"Arwen","2002",5
"Arwen","2003",33
"Arwen","2004",49
"Arwen","2005",45
"Arwen","2006",57
"Arwen","2007",55
"Arwen","2008",37
"Arwen","2009",40
"Arwen","2010",39
"Arwen","2011",52
"Arwen","2012",34
"Arwen","2013",38
"Arwen","2014",20
"Arwen","2015",17
"Arwen","2016",25
"Arwen","2017",20
"Arwen","2018",14
"Arwen","2019",10
"Arya","2007",6
"Arya","2011",6
"Arya","2012",5
"Arya","2013",20
"Arya","2014",24
"Arya","2015",33
"Arya","2016",33
"Arya","2017",46
"Arya","2018",60
"Arya","2019",71
"Aryana","2017",5
"Aryana","2019",8
"Arzu","2002",5
"Arzu","2003",8
"Arzu","2011",5
"Arzu","2015",5
"Arzu","2017",5
"Arzu","1996",5
"Arzu","1997",6
"Arzu","1998",8
"Arzu","1999",7
"Arzu","2000",6
"Asa","2010",11
"Asa","2011",18
"Asa","2012",5
"Asa","2013",6
"Asa","2018",5
"Aseel","2017",5
"Aseel","2018",8
"Aseel","2019",8
"Asel","2010",5
"Asel","2015",5
"Asel","2016",7
"Asel","2017",12
"Asel","2018",15
"Asel","2019",18
"Asena","2019",5
"Asena","1996",6
"Asena","1998",8
"Asena","1999",12
"Asena","2000",6
"Ashanti","2003",7
"Ashanti","2004",5
"Ashanti","2005",7
"Ashanti","2006",8
"Ashley","2002",34
"Ashley","2003",66
"Ashley","2004",60
"Ashley","2005",60
"Ashley","2006",59
"Ashley","2007",50
"Ashley","2008",66
"Ashley","2009",60
"Ashley","2010",58
"Ashley","2011",55
"Ashley","2012",54
"Ashley","2013",38
"Ashley","2014",44
"Ashley","2015",32
"Ashley","2016",19
"Ashley","2017",31
"Ashley","2018",27
"Ashley","2019",23
"Ashley","1995",50
"Ashley","1996",69
"Ashley","1997",80
"Ashley","1998",73
"Ashley","1999",56
"Ashley","2000",64
"Ashley","2001",62
"Asia","2006",6
"Asia","2007",7
"Asia","2008",10
"Asia","2009",7
"Asia","2010",8
"Asia","2011",8
"Asia","2012",6
"Asia","2013",11
"Asia","2014",7
"Asia","2015",6
"Asia","2016",7
"Asia","2017",10
"Asia","2018",10
"Asia","2019",5
"Asiya","2010",8
"Asiya","2011",7
"Asiya","2012",7
"Asiya","2013",18
"Asiya","2014",8
"Asiya","2015",10
"Asiya","2016",12
"Asiya","2017",18
"Asiya","2018",6
"Asiya","2019",13
"Asiyah","2017",5
"Asli","2002",5
"Asli","2003",8
"Asli","2004",8
"Asli","2005",11
"Asli","2006",5
"Asli","2008",7
"Asli","2009",10
"Asli","2010",8
"Asli","2011",7
"Asli","2012",9
"Asli","2015",7
"Asli","2016",6
"Asli","2017",8
"Asli","2018",11
"Asli","2019",6
"Asli","1995",7
"Asli","1998",8
"Asli","1999",7
"Asli","2001",8
"Aslihan","2003",5
"Aslihan","2017",6
"Aslihan","1995",7
"Aslihan","1999",6
"Aslihan","2000",6
"Asma","2002",28
"Asma","2003",24
"Asma","2004",24
"Asma","2005",18
"Asma","2006",27
"Asma","2007",25
"Asma","2008",14
"Asma","2009",33
"Asma","2010",27
"Asma","2011",27
"Asma","2012",24
"Asma","2013",23
"Asma","2014",18
"Asma","2015",31
"Asma","2016",28
"Asma","2017",24
"Asma","2018",21
"Asma","2019",19
"Asma","1995",36
"Asma","1996",30
"Asma","1997",23
"Asma","1998",8
"Asma","1999",20
"Asma","2000",20
"Asma","2001",25
"Asmaa","2003",9
"Asmaa","2005",5
"Asmaa","2007",5
"Asmaa","2008",5
"Asmaa","2009",5
"Asmaa","2010",7
"Asmaa","2011",9
"Asmaa","2013",9
"Asmaa","2014",11
"Asmaa","2016",5
"Asmaa","2017",7
"Asmaa","1997",5
"Asmaa","1998",14
"Asmaa","1999",10
"Asmaa","2000",7
"Asmaa","2001",7
"Asmae","2002",20
"Asmae","2003",19
"Asmae","2004",14
"Asmae","2005",15
"Asmae","2006",12
"Asmae","2007",13
"Asmae","2008",18
"Asmae","2009",12
"Asmae","2010",16
"Asmae","2011",5
"Asmae","2012",14
"Asmae","2013",10
"Asmae","2014",13
"Asmae","2015",6
"Asmae","2016",8
"Asmae","2017",7
"Asmae","2018",8
"Asmae","2019",6
"Asmae","1995",14
"Asmae","1996",13
"Asmae","1997",16
"Asmae","1998",12
"Asmae","1999",24
"Asmae","2000",15
"Asmae","2001",18
"Asmin","2010",17
"Asmin","2011",11
"Asmin","2012",10
"Asmin","2013",7
"Asmin","2014",10
"Asmin","2015",8
"Asmin","2016",11
"Asmin","2017",12
"Asmin","2018",8
"Asmin","2019",8
"Assia","2002",46
"Assia","2003",51
"Assia","2004",51
"Assia","2005",55
"Assia","2006",73
"Assia","2007",58
"Assia","2008",59
"Assia","2009",41
"Assia","2010",82
"Assia","2011",83
"Assia","2012",77
"Assia","2013",88
"Assia","2014",89
"Assia","2015",90
"Assia","2016",79
"Assia","2017",92
"Assia","2018",74
"Assia","2019",71
"Assia","1995",20
"Assia","1996",28
"Assia","1997",15
"Assia","1998",24
"Assia","1999",19
"Assia","2000",34
"Assia","2001",49
"Assil","2010",5
"Assil","2012",10
"Assil","2013",5
"Assil","2014",9
"Assil","2015",19
"Assil","2016",13
"Assil","2017",21
"Assil","2018",23
"Assil","2019",18
"Assiya","2005",5
"Assiya","2008",8
"Assiya","2010",10
"Assiya","2011",14
"Assiya","2012",15
"Assiya","2013",16
"Assiya","2014",16
"Assiya","2015",28
"Assiya","2016",33
"Assiya","2017",24
"Assiya","2018",30
"Assiya","2019",25
"Assiyah","2019",7
"Assya","2006",6
"Assya","2008",7
"Assya","2009",8
"Assya","2011",13
"Assya","2012",12
"Assya","2013",12
"Assya","2014",17
"Assya","2015",24
"Assya","2016",31
"Assya","2017",16
"Assya","2018",18
"Assya","2019",19
"Assya","2001",5
"Aster","2003",9
"Aster","2004",6
"Aster","2005",10
"Aster","2006",17
"Aster","2007",9
"Aster","2008",13
"Aster","2009",9
"Aster","2010",10
"Aster","2011",14
"Aster","2012",14
"Aster","2013",15
"Aster","2014",8
"Aster","2015",5
"Aster","2016",10
"Aster","2017",14
"Aster","2018",11
"Aster","2019",8
"Aster","1995",12
"Aster","1997",7
"Aster","1998",12
"Aster","1999",11
"Aster","2000",10
"Aster","2001",10
"Astrid","2002",67
"Astrid","2003",54
"Astrid","2004",48
"Astrid","2005",59
"Astrid","2006",50
"Astrid","2007",34
"Astrid","2008",28
"Astrid","2009",26
"Astrid","2010",37
"Astrid","2011",43
"Astrid","2012",32
"Astrid","2013",27
"Astrid","2014",35
"Astrid","2015",22
"Astrid","2016",29
"Astrid","2017",24
"Astrid","2018",19
"Astrid","2019",33
"Astrid","1995",200
"Astrid","1996",164
"Astrid","1997",150
"Astrid","1998",120
"Astrid","1999",103
"Astrid","2000",87
"Astrid","2001",67
"Asude","2008",5
"Asude","2011",5
"Asya","2002",8
"Asya","2003",14
"Asya","2004",21
"Asya","2005",26
"Asya","2006",25
"Asya","2007",33
"Asya","2008",34
"Asya","2009",35
"Asya","2010",28
"Asya","2011",26
"Asya","2012",29
"Asya","2013",37
"Asya","2014",37
"Asya","2015",43
"Asya","2016",28
"Asya","2017",32
"Asya","2018",30
"Asya","2019",29
"Asya","1998",6
"Asya","1999",6
"Asya","2000",7
"Asya","2001",8
"Athena","2002",6
"Athena","2003",7
"Athena","2005",6
"Athena","2006",5
"Athena","2010",7
"Athena","2011",6
"Athena","2015",7
"Athena","2017",5
"Athena","2018",8
"Athena","2019",10
"Athena","1996",5
"Athena","2000",5
"Athina","2002",6
"Athina","2003",8
"Athina","2004",6
"Athina","2006",7
"Athina","2007",10
"Athina","2010",6
"Athina","2018",5
"Athina","1995",7
"Athina","1996",10
"Athina","1997",6
"Athina","1998",7
"Athina","1999",9
"Athina","2000",9
"Athéna","2003",5
"Athéna","2005",7
"Athéna","2008",5
"Athéna","2012",7
"Athéna","2013",8
"Athéna","2014",7
"Athéna","2015",7
"Athéna","2016",6
"Athéna","2017",14
"Athéna","2018",7
"Athéna","2019",5
"Athéna","1995",6
"Athéna","1998",5
"Athénaïs","2004",5
"Athénaïs","2006",6
"Athénaïs","2008",5
"Athénaïs","2010",6
"Athénaïs","2011",7
"Athénaïs","2012",5
"Athénaïs","2014",7
"Athénaïs","2015",6
"Athénaïs","2016",5
"Athénaïs","2017",11
"Athénaïs","2018",11
"Athénaïs","2019",10
"Aubane","2006",5
"Aubane","2008",6
"Aubane","2012",5
"Aubane","2014",6
"Aubane","2001",8
"Aube","2002",9
"Aube","2004",8
"Aube","2005",5
"Aube","2008",7
"Aube","2009",5
"Aube","2010",5
"Aube","2012",5
"Aube","2001",6
"Aude","2002",39
"Aude","2003",51
"Aude","2004",28
"Aude","2005",31
"Aude","2006",39
"Aude","2007",34
"Aude","2008",31
"Aude","2009",29
"Aude","2010",31
"Aude","2011",24
"Aude","2012",23
"Aude","2013",15
"Aude","2014",28
"Aude","2015",21
"Aude","2016",21
"Aude","2017",11
"Aude","2018",23
"Aude","2019",14
"Aude","1995",38
"Aude","1996",41
"Aude","1997",36
"Aude","1998",35
"Aude","1999",37
"Aude","2000",31
"Aude","2001",48
"Audeline","2004",5
"Audrey","2002",90
"Audrey","2003",75
"Audrey","2004",71
"Audrey","2005",50
"Audrey","2006",64
"Audrey","2007",48
"Audrey","2008",43
"Audrey","2009",36
"Audrey","2010",31
"Audrey","2011",38
"Audrey","2012",23
"Audrey","2013",21
"Audrey","2014",25
"Audrey","2015",20
"Audrey","2016",16
"Audrey","2017",18
"Audrey","2018",15
"Audrey","2019",15
"Audrey","1995",151
"Audrey","1996",141
"Audrey","1997",133
"Audrey","1998",109
"Audrey","1999",99
"Audrey","2000",110
"Audrey","2001",92
"Audrina","2010",5
"Audrina","2015",5
"Augustine","2002",5
"Augustine","2004",6
"Augustine","2005",10
"Augustine","2006",6
"Augustine","2008",5
"Augustine","2009",6
"Augustine","2010",9
"Augustine","2011",7
"Augustine","2013",11
"Augustine","2014",12
"Augustine","2015",8
"Augustine","2016",18
"Augustine","2017",17
"Augustine","2018",11
"Augustine","2019",17
"Augustine","1999",7
"Augustine","2000",6
"Augustine","2001",6
"Auke","2002",7
"Auke","2003",12
"Auke","2004",20
"Auke","2005",39
"Auke","2006",28
"Auke","2007",34
"Auke","2008",21
"Auke","2009",21
"Auke","2010",15
"Auke","2011",15
"Auke","2012",13
"Auke","2013",12
"Auke","2014",12
"Auke","2015",13
"Auke","2016",7
"Auke","2017",9
"Auke","2018",7
"Auke","1996",7
"Auke","1999",6
"Auke","2001",5
"Aukelien","2004",5
"Aukje","2003",6
"Aukje","2004",33
"Aukje","2005",25
"Aukje","2006",19
"Aukje","2007",8
"Aukje","2008",6
"Aukje","2009",7
"Aukje","2010",7
"Aukje","2012",12
"Aukje","2013",13
"Aukje","1999",6
"Aukje","2001",6
"Aura","2006",5
"Aura","2009",5
"Aura","2012",5
"Aure","2009",6
"Aure","2012",5
"Aure","2014",6
"Aure","2017",8
"Aure","2001",5
"Aurelia","2007",5
"Aurelia","2009",5
"Aurelia","2010",11
"Aurelia","2011",5
"Aurelia","2012",12
"Aurelia","2013",5
"Aurelia","2014",8
"Aurelia","2015",14
"Aurelia","2016",12
"Aurelia","2017",17
"Aurelia","2018",11
"Aurelia","2019",10
"Aurelia","1997",5
"Aurelia","1998",6
"Aurelie","2002",10
"Aurelie","2003",7
"Aurelie","2004",7
"Aurelie","2005",9
"Aurelie","2006",10
"Aurelie","2007",8
"Aurelie","2008",6
"Aurelie","2009",8
"Aurelie","2010",6
"Aurelie","2011",6
"Aurelie","2012",8
"Aurelie","2013",10
"Aurelie","2014",9
"Aurelie","2015",10
"Aurelie","2016",9
"Aurelie","2017",14
"Aurelie","2018",5
"Aurelie","2019",17
"Aurelie","1995",16
"Aurelie","1996",16
"Aurelie","1997",20
"Aurelie","1998",14
"Aurelie","1999",13
"Aurelie","2000",9
"Aurelie","2001",8
"Auriane","2002",12
"Auriane","2003",14
"Auriane","2004",10
"Auriane","2005",16
"Auriane","2006",16
"Auriane","2007",6
"Auriane","2008",9
"Auriane","2009",9
"Auriane","2010",6
"Auriane","2013",7
"Auriane","2014",8
"Auriane","2017",6
"Auriane","2018",7
"Auriane","2019",5
"Auriane","1995",15
"Auriane","1996",15
"Auriane","1997",12
"Auriane","1998",19
"Auriane","1999",11
"Auriane","2000",8
"Auriane","2001",17
"Aurora","2003",5
"Aurora","2005",9
"Aurora","2006",12
"Aurora","2007",10
"Aurora","2008",10
"Aurora","2009",6
"Aurora","2010",9
"Aurora","2011",8
"Aurora","2012",18
"Aurora","2013",16
"Aurora","2014",17
"Aurora","2015",22
"Aurora","2016",32
"Aurora","2017",29
"Aurora","2018",34
"Aurora","2019",45
"Aurora","1996",5
"Aurora","1998",5
"Aurora","1999",9
"Aurora","2001",7
"Aurore","2002",53
"Aurore","2003",71
"Aurore","2004",42
"Aurore","2005",44
"Aurore","2006",38
"Aurore","2007",31
"Aurore","2008",35
"Aurore","2009",36
"Aurore","2010",27
"Aurore","2011",25
"Aurore","2012",28
"Aurore","2013",24
"Aurore","2014",21
"Aurore","2015",22
"Aurore","2016",25
"Aurore","2017",30
"Aurore","2018",27
"Aurore","2019",28
"Aurore","1995",106
"Aurore","1996",86
"Aurore","1997",95
"Aurore","1998",95
"Aurore","1999",87
"Aurore","2000",90
"Aurore","2001",72
"Aurélia","2002",6
"Aurélia","2003",9
"Aurélia","2004",7
"Aurélia","2005",8
"Aurélia","2006",8
"Aurélia","2007",8
"Aurélia","2008",13
"Aurélia","2009",7
"Aurélia","2010",6
"Aurélia","2011",6
"Aurélia","2012",6
"Aurélia","2013",6
"Aurélia","2014",6
"Aurélia","2015",6
"Aurélia","2016",6
"Aurélia","2017",5
"Aurélia","2018",6
"Aurélia","2019",9
"Aurélia","1995",11
"Aurélia","1996",5
"Aurélia","1997",5
"Aurélia","1998",8
"Aurélia","1999",7
"Aurélia","2000",11
"Aurélia","2001",7
"Aurélie","2002",123
"Aurélie","2003",127
"Aurélie","2004",93
"Aurélie","2005",72
"Aurélie","2006",63
"Aurélie","2007",68
"Aurélie","2008",66
"Aurélie","2009",68
"Aurélie","2010",59
"Aurélie","2011",71
"Aurélie","2012",54
"Aurélie","2013",51
"Aurélie","2014",46
"Aurélie","2015",62
"Aurélie","2016",57
"Aurélie","2017",56
"Aurélie","2018",50
"Aurélie","2019",70
"Aurélie","1995",275
"Aurélie","1996",258
"Aurélie","1997",211
"Aurélie","1998",191
"Aurélie","1999",191
"Aurélie","2000",165
"Aurélie","2001",117
"Auréline","2009",5
"Auréline","2011",5
"Auréline","2017",5
"Auxane","2005",5
"Ava","2003",7
"Ava","2005",5
"Ava","2006",11
"Ava","2007",12
"Ava","2008",12
"Ava","2009",17
"Ava","2010",11
"Ava","2011",11
"Ava","2012",19
"Ava","2013",17
"Ava","2014",14
"Ava","2015",8
"Ava","2016",16
"Ava","2017",20
"Ava","2018",26
"Ava","2019",31
"Ava","1998",5
"Ava","2000",5
"Ava","2001",6
"Avleen","2018",5
"Avril","2013",5
"Awa","2007",6
"Awa","2008",5
"Awa","2009",5
"Awa","2014",8
"Awa","2016",6
"Awa","2017",5
"Awa","2019",5
"Axana","2002",22
"Axana","2003",26
"Axana","2004",29
"Axana","2005",17
"Axana","2006",17
"Axana","2007",15
"Axana","2008",21
"Axana","2009",15
"Axana","2010",21
"Axana","2011",8
"Axana","2012",8
"Axana","2013",7
"Axana","2014",7
"Axana","2016",6
"Axana","2017",5
"Axana","2018",5
"Axana","1995",29
"Axana","1996",28
"Axana","1997",14
"Axana","1998",8
"Axana","1999",13
"Axana","2000",18
"Axana","2001",26
"Axelle","2002",129
"Axelle","2003",134
"Axelle","2004",139
"Axelle","2005",126
"Axelle","2006",128
"Axelle","2007",143
"Axelle","2008",137
"Axelle","2009",127
"Axelle","2010",121
"Axelle","2011",132
"Axelle","2012",128
"Axelle","2013",143
"Axelle","2014",123
"Axelle","2015",169
"Axelle","2016",148
"Axelle","2017",125
"Axelle","2018",113
"Axelle","2019",128
"Axelle","1995",156
"Axelle","1996",157
"Axelle","1997",182
